CustomerID,PostalCode,Occupation,HomeOwnerFlag,NumberCarsOwned,NumberChildrenAtHome,YearlyIncome,BikeBuyer,AvgMonthSpend
20275,97034,Manual,0,1,0,32445,0,45.77
27925,GA10,Clerical,1,1,0,82908,1,57.54
15223,2113,Clerical,0,2,0,82066,1,51.62
24257,1002,Manual,1,0,1,32531,0,52.84
21753,97005,Management,1,2,1,105397,1,51.12
23343,3000,Clerical,1,0,0,82282,1,56.09
26243,97034,Skilled Manual,0,1,0,62499,0,53.63
25032,1002,Manual,0,0,0,32457,0,48.42
24631,94014,Skilled Manual,1,2,0,59438,0,50.61
28942,2450,Management,1,0,0,102937,1,50.71
24160,2036,Skilled Manual,0,1,0,55278,1,52.38
27012,97005,Skilled Manual,0,1,0,54015,0,51.48
15099,59170,Manual,1,0,1,29744,0,46.79
25811,4217,Management,0,1,0,110900,0,53.87
20694,V7L 4J4,Skilled Manual,1,0,0,52918,1,51.63
28394,91420,Manual,0,0,0,35720,1,47.03
17646,92700,Skilled Manual,0,0,0,50912,0,49.34
19395,91203,Clerical,1,1,0,86149,1,54.5
20217,4000,Clerical,1,1,2,86521,1,49.86
18046,91370,Skilled Manual,0,2,0,54807,1,47.74
25559,1597,Management,0,1,0,111805,1,53.0
11344,OX1,Clerical,1,2,1,86967,1,51.54
26903,45000,Professional,1,2,0,132743,0,59.43
22494,64283,Skilled Manual,0,1,0,58868,0,50.57
22260,97301,Management,1,3,0,101843,1,50.61
17159,98225,Clerical,1,1,0,82449,0,53.99
12006,4810,Skilled Manual,1,1,1,58808,1,53.62
26558,6105,Manual,1,0,1,33605,0,49.61
14306,7001,Management,1,3,0,107338,0,56.3
15810,3198,Skilled Manual,1,1,1,55443,1,48.97
26998,46236,Skilled Manual,0,2,2,61689,1,48.36
18791,98284,Skilled Manual,0,0,0,54237,0,52.37
16585,RH15 9UD,Skilled Manual,1,1,0,58143,0,53.6
17569,97005,Professional,1,2,0,135556,0,51.7
12125,63151,Manual,1,0,1,26334,0,45.72
19543,97330,Management,1,0,1,103007,1,58.01
12855,LE18,Skilled Manual,1,2,0,58667,0,51.09
16663,3220,Clerical,1,1,0,82689,0,49.84
18539,91941,Manual,1,1,1,26479,0,47.21
26397,OX14 4SE,Skilled Manual,1,0,1,59723,1,51.04
28530,YO15,Clerical,0,0,0,84030,1,53.22
26142,3220,Skilled Manual,1,2,1,54451,1,54.11
17771,78400,Manual,1,0,0,26884,0,45.54
21819,93290,Manual,1,1,0,29971,0,45.69
20309,2036,Skilled Manual,1,1,0,56463,0,49.0
21478,91950,Skilled Manual,1,0,0,51706,1,48.48
28347,98225,Skilled Manual,0,1,0,55052,0,50.43
16805,97068,Skilled Manual,1,1,0,51313,1,53.79
13459,92102,Skilled Manual,1,1,0,56999,0,48.85
14437,97005,Skilled Manual,1,1,1,53201,1,52.32
25616,WA3,Professional,1,0,0,131143,1,52.17
22612,62200,Skilled Manual,0,0,0,61074,1,53.36
12698,2444,Skilled Manual,0,0,1,62106,1,51.09
26171,94519,Clerical,0,2,0,82850,0,49.81
24399,V7L 4J4,Clerical,1,0,1,81169,1,53.54
23654,1002,Skilled Manual,0,0,0,53286,0,47.62
16967,97045,Management,0,3,0,106846,0,53.67
11255,98168,Management,1,1,1,104574,1,52.52
22132,94014,Management,1,3,0,109818,1,51.26
20452,3429,Skilled Manual,1,2,0,57398,1,52.15
14782,33098,Skilled Manual,0,0,0,57362,1,47.97
24503,2580,Manual,1,0,1,33099,1,48.85
11322,98312,Clerical,1,1,1,77732,1,54.2
14104,90241,Clerical,0,2,0,77431,0,51.99
13327,98225,Professional,1,2,1,130408,1,54.79
19700,94010,Management,1,3,1,108646,1,63.17
23585,98168,Clerical,0,2,0,84735,1,51.17
28810,92118,Clerical,0,2,0,80355,1,49.6
15723,2113,Clerical,0,1,0,81117,1,50.05
18924,94536,Management,0,1,0,103901,0,55.1
19165,91776,Management,0,3,0,109086,1,50.62
23004,94010,Management,1,1,1,112918,1,54.85
28241,98055,Manual,0,0,1,28840,0,50.5
18934,98403,Management,0,2,0,107925,0,50.49
20101,97045,Manual,1,0,0,25787,0,49.33
24737,98371,Manual,0,1,0,36297,0,47.06
29236,92020,Manual,0,0,0,27424,0,49.07
24564,1071,Skilled Manual,1,2,0,59015,1,54.41
16765,98901,Professional,1,3,0,128162,1,51.96
17453,97355,Skilled Manual,0,2,0,56450,1,52.23
11426,38001,Management,1,1,1,107082,1,55.59
23699,90241,Skilled Manual,1,1,0,60069,0,48.17
16581,93500,Clerical,1,2,0,84920,1,58.52
24885,3337,Management,0,3,0,111659,1,52.97
13272,97045,Management,1,2,0,108312,0,52.82
22157,97005,Skilled Manual,0,2,0,55547,0,52.39
19386,45000,Clerical,0,1,0,80610,1,51.81
11028,2065,Manual,1,1,1,32932,0,48.51
24518,90712,Clerical,0,1,0,82008,0,53.88
26462,98225,Clerical,1,2,0,84818,0,53.47
23716,V6B 3P7,Clerical,1,1,0,77945,0,49.46
16106,V8X,Professional,1,2,0,134412,1,52.98
14826,93700,Skilled Manual,0,2,0,61307,1,48.65
12960,90505,Management,1,2,0,104758,0,53.45
18237,V8Y 1L1,Clerical,1,2,1,86727,1,55.12
27185,GL50,Skilled Manual,0,1,0,55326,0,48.19
28192,98901,Management,1,2,0,110434,0,51.59
27479,91203,Manual,0,0,0,34807,1,47.89
25168,94704,Manual,1,1,1,32579,0,57.82
19482,33098,Management,1,3,1,109840,1,58.79
27968,2065,Clerical,0,0,0,87830,1,50.25
24487,V2L3W8,Skilled Manual,0,1,0,51420,0,49.58
19522,YO15,Skilled Manual,0,1,0,51446,0,47.99
24417,92102,Clerical,1,1,0,83403,0,52.72
26963,95010,Clerical,0,0,0,85351,1,51.34
12635,93700,Skilled Manual,1,0,0,51366,1,48.32
15032,2500,Skilled Manual,0,0,0,55454,1,52.61
16379,94014,Manual,1,0,0,32957,0,54.94
23774,EM15,Skilled Manual,0,2,0,51459,1,52.45
27230,V6B 3P7,Skilled Manual,0,1,0,56461,1,54.65
29333,4810,Professional,1,2,0,134694,0,54.09
21676,92150,Skilled Manual,0,1,0,58792,0,52.72
21282,94536,Clerical,0,0,0,86175,0,49.6
12321,91940,Manual,1,0,2,28576,0,45.99
13772,PB12,Clerical,1,2,0,85346,0,49.7
22746,94519,Management,1,0,0,106817,1,51.52
20684,92806,Management,1,2,0,104152,0,51.5
25302,70452,Skilled Manual,0,1,0,56095,1,53.24
13907,98312,Clerical,0,3,0,85930,0,51.68
28449,91420,Skilled Manual,0,2,1,52597,1,51.19
16601,OX1,Skilled Manual,1,1,0,58886,0,50.54
16262,75002,Professional,1,2,1,132783,1,53.75
29214,V3L 1H4,Clerical,0,0,0,86549,1,53.94
17901,30601,Management,1,1,1,108449,1,55.01
17019,97005,Manual,1,1,1,29309,0,45.94
14843,LE18,Clerical,0,2,0,77984,1,52.01
26395,66041,Skilled Manual,1,0,0,54380,1,50.97
25286,90505,Skilled Manual,0,1,0,54457,1,52.83
13073,95062,Skilled Manual,0,0,0,55826,1,48.91
13579,85049,Management,1,2,1,109222,1,54.31
16771,V8Y 1L1,Clerical,1,3,0,83222,1,50.05
13209,V9,Clerical,1,1,1,81948,1,52.38
12620,59491,Professional,1,3,0,131240,1,52.44
25424,98225,Clerical,0,1,0,77989,1,59.16
20532,92118,Skilled Manual,1,1,1,61410,1,48.13
11470,70511,Manual,0,1,0,28240,0,47.27
11422,L4 4HB,Management,1,2,1,112253,1,55.36
18839,V6B 3P7,Clerical,1,2,1,78845,1,62.8
28718,2060,Clerical,1,2,1,77036,1,52.85
11216,97205,Clerical,1,2,0,77615,1,52.65
25015,94303,Skilled Manual,0,1,0,61285,0,48.93
28482,4000,Skilled Manual,0,0,0,58667,1,51.94
13885,98403,Skilled Manual,0,2,0,52521,1,47.72
22751,92020,Skilled Manual,1,0,0,54475,0,47.92
12406,41485,Management,0,3,0,105712,1,52.43
11856,97330,Skilled Manual,1,2,1,61786,1,59.21
16340,91932,Skilled Manual,0,0,0,57426,0,53.26
27554,92806,Clerical,1,1,2,82030,1,54.11
13492,91502,Professional,1,0,2,135269,1,55.58
23320,1002,Manual,1,1,1,26509,0,47.19
20946,33041,Skilled Manual,0,1,0,59588,0,50.21
16653,98027,Management,1,2,0,102544,1,50.92
23701,94947,Skilled Manual,1,0,2,53759,1,49.99
20634,98104,Clerical,1,0,2,78885,1,53.62
23862,94519,Skilled Manual,1,1,0,59673,1,48.28
27851,75008,Professional,1,2,1,128287,1,55.14
24748,V2W 1W2,Manual,1,1,1,26588,0,51.65
18943,98052,Skilled Manual,1,1,0,58088,0,52.38
16164,3337,Skilled Manual,0,2,0,54925,1,52.29
14130,2036,Management,0,2,0,111197,1,51.47
28483,6006,Manual,0,1,0,28208,0,49.69
18441,90210,Clerical,1,2,1,82968,1,52.73
19103,4551,Skilled Manual,0,1,1,60899,1,51.7
29184,5023,Professional,1,1,0,128799,0,52.44
15934,98225,Clerical,1,1,0,81341,0,51.77
17438,98168,Clerical,1,3,2,82558,1,59.25
16882,97222,Manual,0,0,0,27377,0,45.54
28647,V6B 3P7,Manual,0,0,0,31858,0,46.02
17232,1002,Clerical,0,2,0,80554,1,50.17
11969,6006,Professional,1,3,0,128181,1,59.27
13481,91910,Professional,1,2,2,132366,1,61.29
25441,91950,Professional,1,2,1,135682,1,54.8
21065,66740,Management,1,2,1,111375,1,55.83
17048,2010,Professional,1,1,0,131260,0,56.1
11476,KB9,Skilled Manual,0,0,0,51688,1,48.82
21624,98403,Clerical,0,1,0,79505,0,50.53
13380,90706,Skilled Manual,1,0,1,55532,1,49.82
14008,3220,Manual,1,1,0,32735,0,46.41
12385,SL4 1RH,Clerical,0,3,0,83953,1,49.66
24224,98104,Manual,0,1,0,26977,0,46.69
18456,91941,Skilled Manual,0,0,0,54610,1,52.74
28956,3198,Manual,0,0,0,28569,0,49.87
17286,3977,Management,1,2,0,111173,1,51.96
14186,75002,Manual,1,1,0,34826,0,46.68
17384,94010,Skilled Manual,0,1,1,57799,1,51.71
19975,4655,Skilled Manual,0,2,0,60285,1,51.6
17784,33098,Skilled Manual,0,1,0,61041,0,51.42
11527,91776,Skilled Manual,1,0,1,55030,1,51.68
23874,97005,Professional,1,1,0,134465,0,53.56
21748,91203,Skilled Manual,0,1,0,55480,0,57.89
22723,91791,Manual,1,1,0,30171,1,45.76
16852,94010,Clerical,0,1,0,78528,0,50.68
12171,91945,Clerical,1,3,0,78743,1,54.25
23591,V9,Skilled Manual,1,1,1,54687,1,52.01
20386,91945,Manual,1,1,1,28290,0,45.96
13091,4551,Skilled Manual,0,2,0,54003,1,47.6
22506,91054,Clerical,0,3,0,80821,1,52.97
11651,V8Y 1L1,Manual,0,1,1,35999,1,48.57
20857,94310,Clerical,0,1,0,79414,1,53.63
11792,94014,Clerical,1,1,0,85286,1,50.0
29482,17490,Professional,1,3,1,137077,1,61.03
23199,99362,Manual,0,0,0,37067,1,52.85
15003,93500,Manual,0,0,0,31275,0,45.35
28625,98284,Clerical,1,1,0,80669,1,53.92
22509,33098,Manual,0,0,1,29801,0,50.24
20707,90401,Management,0,2,0,107263,1,54.11
16870,V3A 4R2,Manual,1,0,1,31608,1,48.9
16363,V3A 4R2,Skilled Manual,1,0,1,58069,1,50.0
12717,57000,Skilled Manual,0,0,0,52837,1,48.34
14024,94611,Clerical,0,1,0,87269,0,49.62
17145,94519,Management,1,2,0,103663,0,53.65
24892,4000,Management,0,1,0,102583,1,53.85
21538,93000,Skilled Manual,1,2,1,53771,1,47.9
21506,66041,Clerical,1,2,0,78760,1,50.51
23516,91941,Management,1,3,0,105602,1,53.94
27053,V8P,Manual,0,0,0,34667,1,57.75
23885,91977,Professional,1,1,1,127898,1,53.51
14530,WA1,Management,1,3,1,111342,1,52.11
13758,V9,Professional,1,3,0,133311,1,55.84
25942,92102,Skilled Manual,0,1,0,60567,0,53.36
17776,SW8 1XD,Skilled Manual,0,0,0,53146,1,52.52
28236,94015,Skilled Manual,0,1,0,53519,0,51.99
22686,SW8 1XD,Clerical,0,1,0,79051,0,50.52
15684,24044,Management,1,2,0,110168,0,51.42
22999,91945,Manual,0,0,0,26893,0,45.87
16829,TY31,Skilled Manual,1,1,0,58618,0,58.15
24718,60082,Clerical,0,2,0,83160,0,51.73
29302,3220,Manual,0,1,0,25449,0,45.6
20431,97005,Skilled Manual,0,1,0,59664,0,50.74
14886,V8V,Skilled Manual,1,1,0,60198,0,48.82
18219,2500,Skilled Manual,0,0,0,57441,0,48.49
11672,90210,Manual,0,0,0,33604,1,54.02
26546,91932,Management,0,3,0,109368,1,51.16
28319,1597,Manual,0,0,0,26892,0,47.23
21792,V8V,Management,1,2,0,109990,1,51.33
17012,90712,Skilled Manual,1,1,1,56280,1,51.83
24766,98403,Manual,0,0,0,26852,0,45.04
21435,90401,Skilled Manual,0,1,0,61774,1,50.57
27084,V3L 1H4,Professional,1,2,1,132142,1,53.09
13900,98501,Management,1,2,0,113288,0,51.68
11871,98036,Skilled Manual,0,1,0,62134,0,50.51
15545,91910,Skilled Manual,1,1,0,55130,0,48.69
24149,93400,Skilled Manual,1,0,1,53400,1,51.97
26238,91950,Manual,0,0,0,36151,0,47.79
14085,98027,Skilled Manual,0,0,0,59957,1,49.32
16920,90505,Skilled Manual,0,2,0,53956,1,48.4
26783,99362,Skilled Manual,0,1,0,51861,0,48.42
27951,75019,Clerical,1,1,0,79263,1,54.39
19425,CM11,Clerical,1,1,0,78255,0,50.34
28992,V8Y 1L1,Skilled Manual,1,2,0,54886,1,52.36
14354,94070,Skilled Manual,0,1,0,59137,0,50.4
22064,3429,Skilled Manual,1,1,0,51254,1,48.17
20811,WA3 7BH,Professional,1,2,0,131638,0,54.76
17663,94010,Manual,1,1,1,30306,1,48.99
12737,92700,Skilled Manual,0,0,0,58987,1,50.62
27147,5023,Clerical,0,2,0,79919,1,61.59
27850,93400,Skilled Manual,1,0,0,56183,1,55.41
22342,98168,Skilled Manual,1,2,0,56171,0,51.47
12750,91420,Manual,0,1,0,34636,0,46.86
16915,99362,Management,1,1,1,109950,1,54.25
20387,91502,Management,1,2,1,104830,1,54.49
14869,97068,Skilled Manual,0,0,0,54232,1,48.52
14345,3550,Management,1,3,2,111988,1,53.42
28243,91945,Management,1,3,0,104117,1,62.59
14756,92806,Clerical,1,2,1,86454,1,61.9
19379,BD1 4SJ,Manual,0,1,0,35516,0,48.87
18795,V8X,Manual,0,0,0,26647,0,46.15
14194,E17 6JF,Manual,1,0,1,35255,1,49.58
18837,91977,Manual,1,0,0,27789,0,45.67
20317,2580,Skilled Manual,1,1,1,55571,1,49.9
20037,91950,Skilled Manual,0,0,0,61928,1,49.14
27930,14129,Clerical,1,1,0,78212,0,57.68
18740,7001,Skilled Manual,1,1,0,53700,0,56.97
23536,3429,Skilled Manual,0,0,0,61145,1,51.52
24440,91950,Skilled Manual,1,0,0,61999,1,49.43
11031,2036,Skilled Manual,1,0,0,55969,1,48.58
11610,AS23,Clerical,0,2,0,84476,1,50.14
26805,91945,Skilled Manual,0,1,0,55823,0,52.14
28890,48001,Clerical,1,2,0,76862,0,50.0
26038,59368,Clerical,0,2,0,86007,0,50.33
25848,91932,Clerical,1,1,1,83044,1,53.46
12308,57000,Skilled Manual,1,0,0,59763,1,48.58
13172,98036,Skilled Manual,0,2,0,61541,1,52.16
21522,75007,Management,1,3,1,109380,1,50.68
24618,91910,Skilled Manual,1,1,0,52665,0,56.31
14399,92102,Manual,1,1,0,34644,0,50.23
19001,V3L 1E7,Manual,1,0,1,34587,1,55.06
12876,94611,Professional,1,2,1,133610,1,53.56
18248,4551,Professional,1,2,0,137172,1,52.26
26115,V8Y 1L1,Clerical,1,3,0,80826,0,49.95
15243,97355,Manual,0,0,0,35218,1,46.03
11100,6105,Management,1,2,0,112092,0,54.33
20115,91945,Skilled Manual,1,0,1,54460,1,48.16
22430,59223,Skilled Manual,0,2,0,52075,1,60.86
17854,20354,Clerical,0,1,0,80365,0,53.25
29352,90210,Management,1,3,0,106821,1,51.46
26802,V8Z 4N5,Manual,0,1,0,29919,0,47.04
27351,2010,Skilled Manual,0,1,0,59912,1,48.66
21563,4171,Skilled Manual,0,0,0,54605,1,48.55
26716,V8P,Clerical,1,0,1,84566,1,53.67
27934,91940,Skilled Manual,1,2,0,53615,0,48.76
25585,YO15,Clerical,1,2,1,87881,1,52.2
13324,90401,Skilled Manual,1,1,0,53974,0,48.77
22435,59000,Manual,0,0,0,27535,0,49.89
12585,7001,Skilled Manual,0,2,0,52219,1,47.67
24378,2444,Management,0,1,0,104626,0,53.81
18547,94070,Manual,0,0,0,35703,0,46.51
25352,97034,Skilled Manual,1,2,0,56961,0,56.01
25344,98036,Skilled Manual,1,0,1,56650,1,50.53
26438,2036,Skilled Manual,0,1,0,59575,0,48.22
24893,3337,Clerical,0,3,0,81936,0,51.53
15140,1002,Management,0,3,0,105719,1,54.08
21504,98312,Skilled Manual,1,2,1,59330,1,50.79
14183,MK8 8ZD,Skilled Manual,1,1,0,56462,0,50.85
25718,6006,Clerical,0,2,0,83566,1,54.88
24585,3550,Clerical,0,1,0,83740,0,50.08
27347,7001,Management,1,2,0,110219,0,51.61
26329,94536,Manual,0,0,0,32711,1,46.25
13608,33041,Clerical,1,0,1,77999,1,51.52
27606,97222,Skilled Manual,1,1,0,53492,0,48.26
25649,59491,Manual,0,0,0,28149,0,46.67
15035,4655,Manual,0,1,0,34900,1,47.9
13871,94303,Professional,1,2,0,137821,1,52.85
14241,92118,Clerical,1,1,0,77768,1,50.05
21056,GL7 1RY,Manual,0,1,0,27288,0,45.2
17602,91502,Skilled Manual,1,1,1,54338,1,52.65
11815,98403,Management,1,1,0,112942,0,51.41
16772,V8P,Professional,1,1,1,129671,1,52.09
18314,V3A 4R2,Clerical,0,3,0,83373,1,52.75
25896,97330,Skilled Manual,1,0,0,57949,1,49.06
24364,6105,Skilled Manual,0,2,0,55610,0,48.17
27841,SW8 1XD,Manual,1,0,0,36097,0,49.51
19891,98201,Skilled Manual,1,1,1,55825,1,52.08
12007,4000,Skilled Manual,1,0,2,54703,1,48.09
27052,98104,Skilled Manual,0,0,0,52340,0,48.91
23484,91950,Clerical,1,1,0,82530,0,49.67
23529,3280,Clerical,1,1,0,79767,0,50.27
27470,2777,Manual,1,0,1,33923,1,46.34
17416,94704,Skilled Manual,1,2,1,60689,1,61.56
27873,2500,Professional,1,2,0,129556,0,52.14
14856,97005,Manual,0,1,0,25546,0,47.47
26926,75019,Manual,1,0,2,30133,1,45.78
26545,90241,Skilled Manual,0,2,0,58658,0,48.86
13869,94010,Clerical,1,2,0,85479,1,51.14
12630,GA10,Clerical,1,0,0,86513,1,54.86
26429,6105,Clerical,0,2,0,83629,1,49.69
12544,24044,Clerical,1,3,1,82457,1,56.45
21794,90241,Clerical,1,0,1,84751,1,51.03
11094,3977,Clerical,1,1,0,82971,0,57.44
16267,41485,Skilled Manual,1,0,0,55694,0,55.38
22449,77680,Management,1,1,1,111858,1,52.14
15980,98366,Skilled Manual,0,1,0,55052,0,52.96
25710,2060,Clerical,0,1,0,78890,0,49.88
24466,4551,Skilled Manual,1,1,0,56743,0,48.97
15759,97005,Management,1,3,0,111905,1,51.22
17191,80074,Skilled Manual,1,0,0,54306,1,54.44
27102,V2L3W8,Management,0,0,0,106565,0,55.62
27628,V9,Skilled Manual,0,2,0,56801,0,51.19
27478,91910,Manual,0,0,0,26008,0,45.18
15534,97205,Skilled Manual,0,1,0,56817,1,57.24
15023,99202,Clerical,0,1,0,82507,1,49.89
14225,4171,Professional,1,2,1,130968,1,55.2
11304,97205,Clerical,1,0,1,76468,1,50.92
20144,66041,Manual,1,0,1,36426,1,51.54
15403,92118,Manual,1,1,1,33396,0,50.19
28406,91940,Clerical,1,2,1,79177,1,51.92
17825,85049,Management,1,1,1,107076,1,61.13
21569,1597,Clerical,0,3,0,83995,0,54.94
13389,91945,Management,1,2,1,108834,1,55.12
16982,90210,Clerical,1,2,0,86417,0,49.73
11895,4217,Professional,1,2,2,128660,1,51.47
16618,5023,Skilled Manual,0,2,0,54661,0,49.08
25294,2055,Manual,0,1,0,26831,0,49.01
25908,90802,Clerical,0,2,0,81236,1,49.62
25336,98020,Skilled Manual,1,0,0,53746,1,56.76
12311,W1V 5RN,Clerical,1,0,0,82410,1,51.7
28086,90706,Skilled Manual,0,1,0,54285,0,48.05
14797,63151,Manual,0,1,0,30011,0,50.52
23977,57000,Skilled Manual,0,0,0,61247,0,50.36
26508,98027,Clerical,1,0,1,81698,1,57.01
21120,34117,Clerical,0,1,0,79621,0,49.83
26891,GL50,Management,1,1,0,108449,1,50.98
13321,97205,Management,1,1,0,112522,0,54.46
19434,45000,Management,0,3,0,108500,1,55.56
20174,12311,Manual,0,0,0,30998,0,46.62
17934,4838,Clerical,1,1,0,82242,0,52.76
24925,91910,Skilled Manual,1,2,0,61887,1,54.14
24849,93290,Skilled Manual,1,1,0,54643,0,48.22
25405,98168,Professional,1,3,0,133867,0,52.61
16965,91910,Professional,1,1,0,137129,0,54.52
23557,V9,Manual,0,0,0,27124,0,45.92
22144,V2W 1W2,Manual,1,1,1,35179,1,49.83
17841,SE1 8HL,Skilled Manual,0,0,0,51902,1,48.84
11355,RG41 1QW,Management,1,0,1,106870,1,51.3
18655,98033,Clerical,1,2,0,86057,1,55.37
20977,59100,Skilled Manual,1,1,0,56145,1,48.56
23682,V9,Clerical,1,1,0,77566,0,49.7
17968,WA3 7BH,Management,1,1,1,105420,1,53.2
13882,91932,Skilled Manual,0,1,0,61262,0,49.96
25125,3337,Management,1,0,1,107441,1,55.28
12143,98366,Management,1,2,0,108136,0,57.77
18462,3429,Clerical,1,1,0,85432,0,52.0
19769,90802,Manual,0,0,0,33059,1,47.0
29165,V7L 4J4,Professional,1,2,0,133576,1,55.76
25961,3429,Clerical,1,2,0,86271,1,51.69
17798,PB12,Skilled Manual,0,1,0,57567,0,48.56
28709,W1N 9FA,Manual,1,1,0,35765,0,50.82
27358,4655,Management,1,3,0,103774,0,51.75
16389,12311,Clerical,0,3,0,83676,0,53.01
22230,V7L 4J4,Management,1,1,0,110154,1,51.43
25699,NT20,Skilled Manual,1,1,0,62381,1,52.77
16550,RH15 9UD,Skilled Manual,1,2,2,61074,1,60.93
19309,92700,Management,1,3,0,109983,1,51.03
15715,4810,Clerical,0,1,0,80330,0,51.35
27419,V8Y 1L1,Skilled Manual,1,1,0,58432,0,50.2
23561,98403,Skilled Manual,0,0,0,57389,1,47.98
28939,3000,Clerical,0,3,0,80939,0,50.39
15591,3198,Clerical,0,2,0,80408,1,50.77
21674,46236,Manual,0,0,1,35941,0,46.41
11577,75005,Manual,0,1,1,34928,1,49.14
27661,91950,Skilled Manual,1,1,1,54276,1,50.67
23545,1002,Clerical,1,2,0,85554,0,51.52
13537,80610,Clerical,1,0,0,86159,0,52.67
25918,2450,Clerical,1,3,0,81326,1,51.16
18526,94109,Clerical,1,2,0,80736,1,55.96
17393,94704,Manual,0,1,0,28135,0,54.45
19749,92102,Skilled Manual,0,1,0,57001,0,52.9
16114,91203,Clerical,1,2,1,85767,1,60.74
27743,3220,Clerical,1,1,0,86241,0,49.72
14623,92102,Skilled Manual,1,1,0,53101,1,49.78
25518,75012,Skilled Manual,0,1,0,56703,0,53.03
22530,OX16 8RS,Clerical,0,2,0,77840,1,50.84
28284,V8X,Skilled Manual,0,0,0,56262,1,51.33
14610,98201,Skilled Manual,0,0,0,58848,0,52.89
18781,91977,Management,0,2,0,109668,1,54.12
20398,94303,Skilled Manual,1,1,0,55699,0,48.31
17635,38231,Skilled Manual,0,0,0,52357,1,50.08
23929,93500,Skilled Manual,1,1,0,58382,1,48.72
17767,45000,Skilled Manual,0,0,0,57063,1,48.15
17967,YO15,Clerical,1,1,1,82497,1,53.93
20851,LE18,Manual,0,0,0,30828,1,48.86
18336,2036,Clerical,1,2,2,79353,1,53.4
11192,98104,Management,1,1,1,105276,1,51.24
29021,V3L 1H4,Skilled Manual,1,2,0,52716,0,56.56
20207,92806,Management,1,2,0,108599,1,54.41
21556,2264,Management,0,1,0,106898,0,53.2
15579,7001,Manual,0,1,0,26569,0,47.17
13056,97071,Skilled Manual,0,1,0,51437,0,49.24
18925,V6B 3P7,Skilled Manual,0,0,0,59659,0,49.34
26240,98366,Skilled Manual,0,1,0,51467,0,49.73
11497,NT20,Skilled Manual,0,2,0,57840,1,53.09
23986,SW8 1XD,Clerical,1,0,1,84796,1,52.5
20137,38231,Clerical,1,2,1,79474,1,56.03
26367,75019,Skilled Manual,1,0,0,61365,0,57.22
18233,98501,Management,1,3,0,107354,0,54.67
18282,4217,Clerical,0,2,0,80653,1,52.45
25910,91950,Skilled Manual,0,1,0,54519,1,47.69
15423,99362,Clerical,0,2,0,80885,0,50.73
18748,4551,Manual,1,0,1,33977,1,50.18
23368,V3L 1E7,Manual,0,1,1,26985,0,46.25
15346,90401,Skilled Manual,1,1,0,62244,0,58.63
22256,91910,Professional,1,2,0,132709,1,51.49
22050,V3J 6Z3,Manual,0,0,0,30814,1,49.07
22840,2450,Management,0,2,0,105123,1,52.69
17653,91940,Manual,0,0,0,32163,1,46.04
13175,V7L 4J4,Skilled Manual,0,1,0,56177,0,48.88
22691,92150,Clerical,1,0,0,83406,1,50.75
26120,91910,Management,1,2,0,109521,1,51.38
23060,94303,Management,1,1,0,109642,1,51.26
27338,2055,Skilled Manual,0,1,0,56665,1,47.79
24870,OX1,Management,1,2,1,103137,1,51.27
11155,91502,Skilled Manual,0,1,0,52353,0,50.57
18570,V9,Skilled Manual,0,1,0,62224,0,55.63
22897,98366,Skilled Manual,1,1,0,57590,0,48.39
23103,2580,Manual,1,0,1,33230,1,48.75
27153,91940,Clerical,0,0,0,81543,1,52.4
18969,98036,Management,1,0,0,109411,1,51.7
27565,90241,Skilled Manual,1,2,0,59167,0,48.36
20112,90505,Clerical,1,2,0,80021,0,53.64
17338,V8X,Clerical,0,3,0,86636,1,50.2
18903,1002,Clerical,1,1,0,86525,1,53.01
16369,98201,Clerical,1,0,0,80177,1,50.01
27232,98371,Skilled Manual,0,1,0,60474,0,61.39
24432,94070,Manual,1,0,2,35106,0,51.76
28507,30601,Professional,1,2,0,129121,1,52.65
19889,92020,Skilled Manual,1,1,0,54811,0,53.07
24241,2113,Skilled Manual,1,2,0,59970,0,50.67
20901,92150,Skilled Manual,0,1,0,54594,0,51.17
17084,59000,Manual,0,0,0,34485,0,49.78
28535,3220,Professional,1,2,0,128717,1,51.72
23809,91950,Management,1,2,0,104150,1,51.09
26422,3280,Professional,0,2,0,138642,0,53.81
12521,63009,Skilled Manual,0,2,0,53803,1,52.21
28555,33041,Management,1,2,0,109283,0,50.91
21488,92102,Manual,1,1,2,36413,1,47.77
13899,98501,Management,1,3,1,106695,1,54.57
13759,92020,Skilled Manual,1,0,1,54894,1,52.07
26482,V8X,Skilled Manual,1,1,0,53034,1,48.35
29319,2138,Clerical,1,3,0,77654,1,60.1
27118,77127,Management,1,3,0,110107,1,51.24
29417,80074,Skilled Manual,0,1,0,52204,0,47.74
15707,85049,Management,1,2,1,104940,1,52.99
14662,90241,Skilled Manual,1,1,1,61865,0,50.07
27901,TY31,Management,1,2,0,105756,1,51.8
20592,W1Y 3RA,Manual,1,1,0,28446,0,53.91
23375,95062,Skilled Manual,1,2,0,57247,0,57.88
13697,63009,Skilled Manual,0,1,0,62509,1,53.71
21991,3198,Skilled Manual,1,2,1,61826,1,52.74
26191,2580,Management,1,2,0,112304,0,51.24
22945,2444,Clerical,1,3,0,84456,1,49.93
27919,98027,Manual,0,1,0,26205,0,48.5
14779,93500,Manual,0,1,0,28441,0,46.94
29139,90505,Skilled Manual,0,1,0,58265,0,52.56
29443,TY31,Manual,0,0,0,34466,1,55.09
